simulation_id,probability,payoutMultiplier
614,0.0001,93
615,0.0001,892
616,0.0001,736
617,0.0001,207
618,0.0001,784
619,0.0001,62
620,0.0001,2987
621,0.0001,252
622,0.0001,899
623,0.0001,935
624,0.0001,162
625,0.0001,1848
626,0.0001,876
627,0.0001,710
628,0.0001,850
629,0.0001,108
630,0.0001,214
631,0.0001,882
632,0.0001,301
633,0.0001,691
634,0.0001,3242
635,0.0001,0
636,0.0001,31
637,0.0001,861
638,0.0001,186
639,0.0001,877
640,0.0001,154
641,0.0001,899
642,0.0001,201
643,0.0001,832
644,0.0001,0
645,0.0001,93
646,0.0001,3897
647,0.0001,630
648,0.0001,185
649,0.0001,925
650,0.0001,217
651,0.0001,990
652,0.0001,180
653,0.0001,1745
654,0.0001,721
655,0.0001,116
656,0.0001,218
657,0.0001,756
658,0.0001,23
659,0.0001,93
660,0.0001,206
661,0.0001,116
662,0.0001,93
663,0.0001,118
664,0.0001,3053
665,0.0001,1380
666,0.0001,154
667,0.0001,108
668,0.0001,62
669,0.0001,170
670,0.0001,872
671,0.0001,170
672,0.0001,771
673,0.0001,798
674,0.0001,139
675,0.0001,109
676,0.0001,933
677,0.0001,1446
678,0.0001,31
679,0.0001,2730
680,0.0001,139
681,0.0001,830
682,0.0001,1565
683,0.0001,108
684,0.0001,1166
685,0.0001,145
686,0.0001,971
687,0.0001,2367
688,0.0001,62
689,0.0001,3318
690,0.0001,1613
691,0.0001,912
692,0.0001,131
693,0.0001,1963
694,0.0001,912
695,0.0001,763
696,0.0001,47
697,0.0001,170
698,0.0001,47
699,0.0001,2044
700,0.0001,754
701,0.0001,951
702,0.0001,108
703,0.0001,674
704,0.0001,972
705,0.0001,139
706,0.0001,804
707,0.0001,155
708,0.0001,1562
709,0.0001,1177
710,0.0001,792
711,0.0001,1666
712,0.0001,758
713,0.0001,1660
714,0.0001,983
715,0.0001,1000
716,0.0001,152
717,0.0001,1692
718,0.0001,1489
719,0.0001,123
720,0.0001,31
721,0.0001,62
722,0.0001,137
723,0.0001,913
724,0.0001,768
725,0.0001,958
726,0.0001,3436
727,0.0001,775
728,0.0001,3900
729,0.0001,170
730,0.0001,140
731,0.0001,185
732,0.0001,753
733,0.0001,100
734,0.0001,2440
735,0.0001,908
736,0.0001,1772
737,0.0001,932
738,0.0001,899
739,0.0001,224
740,0.0001,1604
741,0.0001,23
742,0.0001,124
743,0.0001,213
744,0.0001,0
745,0.0001,1038
746,0.0001,1699
747,0.0001,123
748,0.0001,1576
749,0.0001,239
750,0.0001,984
751,0.0001,2423
752,0.0001,224
753,0.0001,201
754,0.0001,3178
755,0.0001,1204
756,0.0001,1566
757,0.0001,1720
758,0.0001,176
759,0.0001,738
760,0.0001,899
761,0.0001,124
762,0.0001,62
763,0.0001,722
764,0.0001,63
765,0.0001,5788
766,0.0001,3175
767,0.0001,245
768,0.0001,836
769,0.0001,149
770,0.0001,806
771,0.0001,1700
772,0.0001,1527
773,0.0001,0
774,0.0001,93
775,0.0001,103
776,0.0001,16
777,0.0001,63
778,0.0001,741
779,0.0001,0
780,0.0001,123
781,0.0001,70
782,0.0001,866
783,0.0001,1570
784,0.0001,1598
785,0.0001,1691
786,0.0001,4143
787,0.0001,1587
788,0.0001,1759
789,0.0001,23
